regionName,statename,StateCodeFIPs,JulyValue16,JulyValue17,Julyvalue18,Julyvalue19,Julyvalue20,Julyvalue21,JanValue22,Febvalue22,MarValue22,AprValue22,MayValue22,JunValue22,JulyValue22,2020HousingUnits,2021HousingUnits,pop20,pop21,Unemployment_rate_2016,unemployment_rate_2017,unemployment_rate_2018,unemployment_rate_2019,unemployment_rate_2020,unemployment_rate_2021,MedHHIncome2020,MedHHIncomePercent2020
Crawford County,OH,39,76522,79476,82586,86271,87987,100098,107851,109472,109911,110312,110796,112050,113238,19857,19842,41928,41754,6.1,5.7,5.2,4.7,9.3,5.8,"45,952",76.1
Highland County,OH,39,96489,99776,104454,110667,115891,132743,141898,144060,144676,145260,145793,147224,148610,18979,18977,43321,43354,6.4,5.9,5.5,5.2,8.7,5.6,"57,155",94.7
Madison County,OH,39,153079,161912,173915,185666,193676,220721,236254,239881,240690,241403,242425,245172,247585,16247,16359,43823,44386,4,3.9,3.8,3.5,6,3.8,"72,834",120.7
Fulton County,OH,39,127847,133897,141908,150198,155859,173836,183243,185708,186171,186498,187023,189013,190914,17696,17730,42619,42450,4.7,4.9,4.4,4.2,7.9,4.7,"60,550",100.3
Holmes County,OH,39,172812,184599,198481,213533,217486,248724,265435,269470,270675,271357,272058,274721,277701,14583,14578,44194,44271,3.6,3.5,3.3,3,3.9,2.8,"67,967",112.6
Preble County,OH,39,121590,126365,133620,140736,144892,163218,173359,175775,176283,176697,177251,178982,180633,18095,18120,40964,40867,4.8,4.4,4.1,3.8,6.8,4.1,"60,856",100.8
Clinton County,OH,39,114496,118983,125745,134867,141927,163234,175834,178546,179239,179972,180852,182990,185238,17914,17944,41962,42004,5.9,5.5,5.2,4.7,8.4,5.5,"53,891",89.3
Ottawa County,OH,39,153311,159763,167190,175214,181289,202731,215771,218759,219445,220043,221078,223584,225944,28622,28744,40260,40104,6.5,6.7,6.3,5.7,9.1,6.1,"65,582",108.7
Mercer County,OH,39,132385,140502,151117,160066,167333,190036,201545,204350,205073,205683,206685,209046,211229,17900,18013,42471,42309,3.3,3.1,2.7,2.6,5.4,3.1,"69,588",115.3
Guernsey County,OH,39,89102,94800,100536,106988,111461,125904,134725,136720,137176,137365,137373,137584,137767,19014,19041,38390,38287,7.1,6,5.5,5.5,8.7,5.6,"45,808",75.9
Defiance County,OH,39,99545,105939,114263,121838,126157,142653,152221,154327,154728,155205,155719,157317,158931,16543,16573,38227,38144,5,4.8,4.4,4.3,8.2,4.7,"61,816",102.4
Williams County,OH,39,95379,99757,104997,109826,114450,129885,139061,140950,141299,141625,142090,143488,144906,16560,16571,37025,36716,4.5,4.4,3.6,3.3,7.7,4.3,"52,458",86.9
Coshocton County,OH,39,94545,99970,106910,113755,118148,133508,142415,144453,144940,145592,146413,148387,150078,16321,16314,36548,36618,7.1,6.8,6.2,5.9,8.9,5.8,"47,794",79.2
